(128, 117)
(128, 151)
(128, 147)
(128, 156)
(128, 156)
(128, 151)
(128, 156)
(128, 164)
(128, 147)
(128, 164)
(128, 143)
(128, 147)
(128, 164)
(128, 147)
(128, 143)
(128, 151)
(128, 147)
(128, 147)
(128, 151)
(128, 160)
(128, 143)
(128, 156)
(128, 164)
(128, 151)
(128, 156)
(128, 134)
(128, 147)
(128, 143)
(128, 91)
(128, 78)
(128, 117)
(128, 143)
(128, 134)
(128, 147)
(128, 147)
(128, 151)
(128, 134)
(128, 156)
(128, 138)
(128, 151)
(128, 147)
(128, 112)
(128, 156)
(128, 164)
(128, 143)
(128, 151)
(128, 147)
(128, 138)
(128, 160)
(128, 134)
(128, 143)
(128, 147)
(128, 143)
(128, 151)
(128, 147)
(128, 151)
(128, 164)
(128, 151)
(128, 156)
(128, 147)
(128, 160)
(128, 160)
(128, 156)
(128, 156)
(128, 143)
(128, 156)
(128, 156)
(128, 156)
(128, 160)
(128, 164)
(128, 138)
(128, 164)
(128, 156)
(128, 138)
(128, 160)
(128, 151)
(128, 138)
(128, 143)
(128, 156)
(128, 164)
(128, 151)
(128, 151)
(128, 160)
(128, 156)
(128, 134)
(128, 147)
(128, 138)
(128, 151)
(128, 134)
(128, 143)
(128, 147)
(128, 143)
(128, 134)
(128, 138)
(128, 160)
(128, 147)
(128, 143)
(128, 147)
(128, 143)
(128, 156)
(128, 125)
(128, 138)
(128, 151)
(128, 138)
(128, 147)
(128, 147)
(128, 147)
(128, 151)
(128, 164)
(128, 143)
(128, 138)
(128, 138)
(128, 164)
(128, 151)
(128, 138)
(128, 121)
(128, 95)
(128, 147)
(128, 143)
(128, 147)
(128, 160)
(128, 134)
(128, 156)
(128, 134)
(128, 147)
(128, 151)
(128, 160)
(128, 147)
(128, 151)
(128, 156)
(128, 151)
(128, 143)
(128, 138)
(128, 160)
(128, 156)
(128, 130)
(128, 138)
(128, 164)
(128, 147)
(128, 160)
(128, 143)
(128, 156)
(128, 164)
(128, 138)
(128, 138)
(128, 147)
(128, 138)
(128, 147)
(128, 130)
(128, 147)
(128, 160)
(128, 173)
(128, 151)
(128, 151)
(128, 151)
(128, 134)
(128, 160)
(128, 151)
(128, 125)
(128, 160)
(128, 151)
(128, 138)
(128, 160)
(128, 160)
(128, 138)
(128, 134)
(128, 151)
(128, 147)
(128, 168)
(128, 130)
(128, 91)
(128, 147)
(128, 147)
(128, 164)
(128, 130)
(128, 151)
(128, 156)
(128, 164)
(128, 143)
(128, 143)
(128, 147)
(128, 143)
(128, 151)
(128, 156)
(128, 143)
(128, 143)
(128, 147)
(128, 160)
(128, 156)
(128, 134)
(128, 134)
(128, 138)
(128, 160)
(128, 147)
(128, 156)
(128, 164)
(128, 130)
(128, 156)
(128, 143)
